Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-57,Policy,[Policy] Information Security,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,06.02,07.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,07.05.02,07.05.03,09.02.02,09.03.02,09.03.03,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,1.1.1,2.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,10.1.1,11.1.1,12.1.1,3.1.1,REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,06.02,07.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,07.05.02,07.05.03,09.02.02,09.03.02,09.03.03,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,1.1.1,2.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,10.1.1,11.1.1,12.1.1,3.1.1,REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,05.02,A.05.01,06.02,07.05.01,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,07.05.02,07.05.03,09.02.02,09.03.02,09.03.03,06.02,06.03,07.05.01,07.05.02,07.05.03,1.1.1,2.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,10.1.1,11.1.1,12.1.1,3.1.1,REQ-1,REQ-12,REQ-13,0113.04a1Organizational.2,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,1.1.1,2.1.1,4.1.1,5.1.1,6.1.1,7.1.1,8.1.1,9.1.1,10.1.1,11.1.1,12.1.1,3.1.1","SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",56
ER-61,Policy,[Policy] Change Management,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-53,06.09b1System.2,A.08.32,REQ-53-SOC1,REQ-53-HIPAA,1769.09i1System.12,6.5.1,6.5.2,6.5.3,6.5.4,6.5.5,REQ-53,06.09b1System.2,A.08.32,REQ-53-SOC1,REQ-53-HIPAA,1769.09i1System.12,6.5.1,6.5.2,6.5.3,6.5.4,6.5.5,REQ-53,06.09b1System.2,A.08.32,REQ-53-SOC1,REQ-53-HIPAA,1769.09i1System.12,6.5.1,6.5.2,6.5.3,6.5.4,6.5.5","SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",59
ER-62,Sample,[Sample] Software/Infrastructure Production Change Ticket ,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2,REQ-55,REQ-56,06.09b1System.2,A.08.32,REQ-55-SOC1,REQ-56-SOC1,REQ-55-HIPAA,6.5.1,6.5.2","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0",60
ER-64,Sample,[Sample] Information Systems Default Passwords Changed,,"1023.01d1System.11,1023.01d1System.11,1023.01d1System.11","HITRUST,HITRUST,HITRUST",62
ER-65,Sample,[Sample] Network Devices Default Passwords Changed,,"1023.01d1System.11,1023.01d1System.11,1023.01d1System.11","HITRUST,HITRUST,HITRUST",63
ER-66,Sample,[Sample] User Accounts Assigned to Named Individuals,,"1123.01q1System.2,1123.01q1System.2,1123.01q1System.2","HITRUST,HITRUST,HITRUST",64
ER-67,Configuration,[Configuration] Password Vault and Shared Accounts,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,8.6.1,8.6.2,8.6.3,REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,8.6.1,8.6.2,REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,8.6.1,REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,8.6.1,REQ-28,REQ-31,1123.01q1System.2,A.05.15,A.05.17,A.05.18a,A.05.33,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,8.2.2,7.2.5,8.6.1,7.2.5,8.6.1,7.2.5,8.6.2","SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",65
ER-77,Sample,[Sample] Documented Authorization and Least Priviledge,PCI DSS v4.0 - ROC - Merchant,"1143.01c1System.123,7.2.1,7.2.2,7.2.3,7.3.1,7.3.2,7.3.3,8.2.4,1143.01c1System.123,1143.01c1System.123","HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,HITRUST,HITRUST",75
ER-78,Sample,[Sample] Information System RBAC,,"1143.01c1System.123,1143.01c1System.123,1143.01c1System.123","HITRUST,HITRUST,HITRUST",76
ER-79,Sample,[Sample] Privileged Accounts,,"1151.01c1System.2,11183.01c1System.3,1143.01c1System.123,1151.01c1System.2,11183.01c1System.3,1143.01c1System.123,1151.01c1System.2,11183.01c1System.3,1143.01c1System.123,1151.01c1System.2,11183.01c1System.3,1143.01c1System.123","HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST,HITRUST",77
ER-80,Sample,[Sample] Privileged Account Separation,,"11183.01c1System.3,11183.01c1System.3,11183.01c1System.3","HITRUST,HITRUST,HITRUST",78
ER-83,Configuration,[Configuration] Network Diagram and Segmentation,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-36,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-36-SOC1,REQ-36-HIPAA,0504.09m1Organizational.13,1.2.3,1.2.4,6.5.2,REQ-36,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-36-SOC1,REQ-36-HIPAA,0504.09m1Organizational.13,1.2.3,1.2.4,6.5.2,REQ-36,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-36-SOC1,REQ-36-HIPAA,1.2.3,1.2.4,REQ-36,0805.01m1Organizational.12,A.08.20,A.08.21,A.08.22,REQ-36-SOC1,REQ-36-HIPAA,1.2.3,1.2.4,0504.09m1Organizational.13,1.2.3,1.2.4,0504.09m1Organizational.13,1.2.3,1.2.4,1.2.4,1.2.4,1.2.4,1.2.4,6.5.2","SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",80
ER-84,Sample,[Sample] Employee Termination Ticket,"Security,PCI DSS v4.0 - ROC - Merchant","REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,11143.02i1Organizational.3,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,11143.02i1Organizational.3,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,REQ-31,A.05.15,A.05.18a,A.08.03,A.06.05,A.06.06,REQ-31-SOC1,A.08.05a,REQ-31-HIPAA,A.05.16,8.2.4,8.2.5,11143.02i1Organizational.3","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HITRUST,SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),HIPAA Security,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,HITRUST",81
ER-85,Sample,"[Sample] Access Transfer Reviewed, Updated, or Revoked",,"11143.02i1Organizational.3,11143.02i1Organizational.3,11143.02i1Organizational.3","HITRUST,HITRUST,HITRUST",82
ER-86,Policy,[Policy] Access Control,"Security,PCI DSS v4.0 - SAQ-A,PCI DSS v4.0 - ROC - Merchant","REQ-29,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,REQ-24,REQ-30,REQ-31,A.05.15,REQ-24-SOC1,REQ-24-HIPAA,REQ-30-HIPAA,REQ-30-SOC1,REQ-31-HIPAA,REQ-31-SOC1,A.05.16,8.2.1,8.2.2,11.01e1System.2,7.2.1,7.2.2,7.2.3,7.2.4,7.3.1,7.3.2,7.3.3,8.2.4,8.2.5,8.2.6,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,8.2.2,7.2.1,7.2.2,7.2.3,7.2.4,7.3.1,7.3.2,7.3.3,8.2.6,REQ-29,11.01e1System.2,A.05.18a,A.05.35,A.05.36,A.08.34,REQ-29-SOC1,REQ-29-HIPAA,7.2.1,7.2.2,7.2.3,7.3.1,7.3.2,7.3.3,8.2.2,7.2.4,8.2.6","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,HIPAA Security,SOC 1,HIPAA Security,SOC 1,ISO 27001/2 (2022),PCI DSS v4.0,PCI DSS v4.0,HITRUST,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,SOC 2,HITRUST,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0,PCI DSS v4.0",83
