Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-175,Policy,[Policy] Patching and Vulnerability Management,Security,"REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA,REQ-44,REQ-42,REQ-46,REQ-47,A.08.07,A.08.25,REQ-45 ,REQ-42-SOC1,REQ-44-SOC1,REQ-45-SOC1,REQ-46-SOC1,REQ-47-SOC1,REQ-42-HIPAA,REQ-44-HIPAA,REQ-45-HIPAA,REQ-46-HIPAA,REQ-47-HIPAA","SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 1,SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security",169
ER-176,Configuration,[Configuration] Evidence of Automated Patching,Security,"REQ-43,A.08.07,A.08.08a,A.08.09,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,A.08.07,A.08.08a,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,A.08.07,A.08.08a,REQ-43-SOC1,REQ-43-HIPAA,REQ-43,A.08.07,A.08.08a,REQ-43-SOC1,REQ-43-HIPAA","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",170
ER-177,Policy,[Policy] Vendor Management,Security,"REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA,REQ-21,A.05.19,A.05.20,A.05.21,A.05.22,REQ-21-SOC1,REQ-21-HIPAA","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",171
ER-178,Policy,[Policy] System Hardening Standards,Security,"REQ-51,A.08.24a,A.08.28,REQ-51-SOC1,A.08.09,REQ-51,A.08.24a,A.08.28,REQ-51-SOC1,A.08.09,REQ-51,A.08.24a,A.08.28,REQ-51-SOC1,A.08.09,REQ-51,A.08.24a,A.08.28,REQ-51-SOC1,A.08.09","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,ISO 27001/2 (2022)",172
ER-179,Policy,"[Policy] Data Classification, Retention and Disposal",Security,"REQ-32,REQ-65,REQ-67,A.05.09,A.05.11,A.05.12,A.05.13,A.05.14,A.07.09,A.07.10a,A.08.10,REQ-32-HIPAA,REQ-65-HIPAA,REQ-67-HIPAA,REQ-66,REQ-66-HIPAA,A.05.15,A.05.18a,A.08.02,A.08.03,A.08.20,A.08.21,A.08.22,A.07.14,A.05.10,A.05.33,REQ-66,A.05.15,A.05.18a,A.08.02,A.08.03,A.08.20,A.08.21,A.08.22,REQ-66-HIPAA,REQ-66,A.05.15,A.05.18a,A.08.02,A.08.03,A.08.20,A.08.21,A.08.22,REQ-66-HIPAA,REQ-66,A.05.15,A.05.18a,A.08.03,A.08.20,A.08.21,A.08.22,REQ-66-HIPAA","SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,HIPAA Security,HIPAA Security,SOC 2,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security",173
ER-180,Configuration,[Configuration] Logins to All In-Scope Production Systems,Security,"REQ-25,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.03,A.08.05a,A.08.15,A.08.31,REQ-25-SOC1,REQ-25-HIPAA,REQ-25,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.03,A.08.05a,A.08.15,A.08.31,REQ-25-SOC1,REQ-25-HIPAA,REQ-25,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.03,A.08.05a,A.08.15,A.08.31,REQ-25-SOC1,REQ-25-HIPAA,REQ-25,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.03,A.08.05a,A.08.15,A.08.31,REQ-25-SOC1,REQ-25-HIPAA","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",174
ER-181,Configuration,[Configuration] Password Vault and Shared Accounts,Security,"REQ-28,REQ-31,A.05.15,A.05.17,A.05.18a,A.05.33,A.05.34,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,REQ-28,REQ-31,A.05.15,A.05.17,A.05.18a,A.05.33,A.05.34,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,REQ-28,REQ-31,A.05.15,A.05.17,A.05.18a,A.05.33,A.05.34,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,REQ-28,REQ-31,A.05.15,A.05.17,A.05.18a,A.05.33,A.05.34,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,REQ-28,REQ-31,A.05.15,A.05.17,A.05.18a,A.05.33,A.05.34,A.08.05a,A.08.24a,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",175
ER-182,Configuration,[Configuration] All Privileged Access to the Production Network,Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-54,REQ-57,A.05.03,REQ-28-SOC1,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-57-HIPAA,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-54,REQ-57,A.05.03,REQ-28-SOC1,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-57-HIPAA,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-54,REQ-57,REQ-31,A.05.03,A.08.31,REQ-31-SOC1,REQ-54-SOC1,REQ-57-SOC1,REQ-54-HIPAA,REQ-57-HIPAA,REQ-31-HIPAA,A.08.04","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",176
ER-183,Configuration,[Configuration] All Privileged Users to VPN (if applicable),Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",177
ER-184,Configuration,[Configuration] All Privileged Users to Application In-Scope,Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",178
ER-186,Configuration,[Configuration] All Privileged Users to Code Repository,Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,A.08.31,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,REQ-54,REQ-54-SOC1,REQ-54-HIPAA,A.08.04,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,SOC 2,SOC 1,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022)",180
ER-187,Configuration,[Configuration] All OS Privileged Users to Servers/DBs,Security,"REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18,REQ-28,REQ-31,A.05.15,A.05.16,A.05.17,A.05.18a,A.08.02,A.08.03,A.08.05a,A.08.21,A.08.22,REQ-28-SOC1,REQ-31-SOC1,REQ-28-HIPAA,REQ-31-HIPAA,A.08.04,A.08.18","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022)",181
